Node,in_ct,in_prob,out_ct,out_prob,in_ratio,out_ratio,avg_prob,degree,cnc_score
147.32.84.165,5438.0,0.9214006,83000.0,0.98030233,0.06148940500689679,0.9385105949930919,0.95085144,88438.0,20.994579331855906
